proposal_id,comment_id,arguments name,argument_description,argument types
86,[33090],Innovación y comparación con otras ciudades,"Claro, la recogida de aceite ya se hace en los puntos limpios. Esta propuesta no tiene mucho sentido, creo yo.",En contra
86,[28528],Innovación y comparación con otras ciudades,Ya existe. En todos los puntos limpios que hay en Madrid. Solo hay que molestarse en ir a ellos.,En contra
86,[27165],Innovación y comparación con otras ciudades,"Si mi pueblo Montijo -ba los tiene, ¿por qué no Madrid? Hasta ahora, tengo que meter el aceite en botellitas de agua, cerrarlas bien y a la basura.",En contra
86,[66362],Responsabilidad y conciencia ciudadana,"Con esto se podría contribuir además a la producción de biodiesel. Generando cultura de reciclaje del aceite, podríamos bajar el precio del petroleo y contaminar menos.",A favor
86,[37840],Responsabilidad y conciencia ciudadana,El problema es que la gente es vaga a la hora de reciclar.,En contra
86,[37979],Responsabilidad y conciencia ciudadana,No creo que apelar a la pereza de los ciudadanos para reciclar sea una excusa para no apoyar la propuesta.,En contra
86,[37840],Responsabilidad y conciencia ciudadana,La gente es vaga a la hora de reciclar. Tampoco hace falta ir al punto limpio cada vez que tengamos que tirar una pila o una bombilla. Estas cosas también se pueden acumular e ir a tirarlas cuando tengamos unas cuantas.,En contra
86,[37840],Impacto en la gestión de residuos,"Entonces habría que llenar las calles de contenedores de todo tipo, lo cual no es viable ni lógico.",En contra
86,[32125],Impacto en la gestión de residuos,No estoy de acuerdo con lo de los contenedores a no ser que estén muy bien diseñados asegurando que no son peligrosos.,En contra
86,[33338],Impacto en la gestión de residuos,"El problema que muchos lo usarán para echar el aceite de los coches, que para eso es un punto diferente, además que hay empresas que lo hacen para conseguir el biodiesel.",En contra
89,[31995],Eficiencia del servicio,El servicio existe y funciona bien llamando al 010 tardan muy poco y es gratuito.,A favor
89,[18480],Eficiencia del servicio,He utilizado este servicio y me ha parecido eficiente.,A favor
89,[42993],Eficiencia del servicio,Claro que sé que el servicio existe pero te aseguro que en mi barrio o nadie lo conoce o nadie lo usa por desconocimiento.,En contra
89,[17834],Eficiencia del servicio,"Una cosa es que tomen nota, que supongo que lo hacen, y otra muy distinta que aparezcan.",En contra
89,[19324],Accesibilidad y coste,Puedes llamar al 91 529 82 10 que es el equivalente al 010.,A favor
89,[18483],Accesibilidad y coste,Puedes solicitarlo también a través de la web del ayuntamiento y en las oficinas gratis.,A favor
89,[17834],Accesibilidad y coste,Y además el 010 es de pago.,En contra
89,[80455],Accesibilidad y coste,"Tampoco pasa nada por llamar a un teléfono que cuesta pocos céntimos el minuto, sobre todo teniendo alternativas sin coste para personas que ni se lo puedan permitir.",En contra
89,"[78222, 78224, 78226, 78227, 78229, 78230, 78233, 78236, 78258, 78261, 78264, 78272, 78277]",Impacto social,La propuesta es interesante pero me temo que nos estamos olvidando de temas que son prioritarios para la vida de muchas familias sin recursos que no pueden alimentar a sus hijos.,En contra
89,"[78222, 78224, 78226, 78227, 78229, 78230, 78233, 78236, 78258, 78261, 78264, 78272, 78277]",Impacto social,La pobreza y la exclusión en España han aumentado alarmantemente en los últimos años.,En contra
89,[36657],Reciclaje y medio ambiente,En Barcelona hay un día para la recogida de muebles y enseres. Favorece el reciclaje como bien se explica.,A favor
89,[18154],Reciclaje y medio ambiente,Creo que la mejor solución para eso es fomentar el reciclaje de este tipo de cosas regalándolo.,A favor
89,[42993],Conocimiento y uso del servicio,Hace unos años recuerdo que pasaban uno o dos días al mes con un cartel que avisaba de ellos y el día anterior la gente bajaba a la calle todo lo que tenían que tirar.,En contra
89,[20463],Propuestas alternativas,Puntos móviles de recogida de enseres en todos los distritos.,A favor
89,[23536],Propuestas alternativas,Yo he formulado una propuesta en la que además incluyo que la recogida sea a domicilio pues creo que hay mucha gente mayor que no tienen posibilidad de bajarlos y que se habilite un espacio para guardar todos los que se les pueda dar un segundo uso para gente que lo necesite.,A favor
89,[18480],Propuestas alternativas,"A mí me parece un atraso volver a el sistema anterior, ¿No es mejor llamar y concertar cita para que vengan a recogerlos, que esperar a un día concreto del mes?",En contra
89,[43782],Propuestas alternativas,Es la web para solicitarlo online.,En contra
109,[65815],Limpieza de Graffitis,"Yo por mi parte, lo siento, pero graffitis, ninguno. A mi no tiene por qué gustarme ver mi fachada pintada con algo que no he elegido.",A favor
109,[75866],Limpieza de Graffitis,En Madrid arte urbano poco y vandalismo mucho. Tolerancia cero al graffity.,A favor
109,[75867],Limpieza de Graffitis,Pero basta ya de tener Madrid hecho una por estos niñatos.,A favor
109,[52744],Limpieza de Graffitis,"Apoyo la limpieza pero los graffitis me gustan, no veo nada antihigiénico en ello.",En contra
109,[53173],Limpieza de Graffitis,"Efectivamente, no estamos en contra de los graffitis, estamos en contra de las pintadas sin sentido. Graffitis artísticos sí tienen cabida, el vandalismo no.",En contra
109,[58117],Limpieza de Graffitis,Para los graffitis que son arte restauración de paredes en solares y lugares públicos donde mostrar su habilidad.,En contra
109,[66775],Remodelación de Aluche,Conozco la zona y estoy de acuerdo pero estoy más de acuerdo con poner una tasa para las mascotas.,A favor
109,[41619],Remodelación de Aluche,"Estoy de acuerdo, es deplorable como se encuentra el barrio.",A favor
109,[70625],Remodelación de Aluche,Conozco Aluche y es cierto que se ve antiguo y sucio. Dejo mi voto por si sirve de ayuda.,A favor
109,[65822],Concienciación Ciudadana,Deberíamos proponer al Ayuntamiento algún tipo de medio de concienciación de los vecinos de cada barrio para que nos sintamos implicados en mantener esas mejoras que exigimos.,A favor
109,[78101],Concienciación Ciudadana,También nos concierne a nosotros el educar en el respeto a los demás y a la ciudadanía y concienciar a las personas que la calle no es del Ayuntamiento sino de todos nosotros.,A favor
109,[89897],Civismo y Respeto,"La falta de civismo que esta sociedad ha creado es intolerable, no puede haber un barrendero limpiando una y otra vez el mismo día la misma calle.",A favor
109,[89897],Civismo y Respeto,"Hay que limpiar de acuerdo, pero hay que acabar con esta impunidad para la gente que deja bolsas de basura, botellas, muebles, colchones, cartón, cacas de perro, etc.",A favor
109,[88822],Civismo y Respeto,"Mismo contrato, mayor suciedad. No es excusa.",A favor
109,[89897],Control y Sanciones,Que se aplique la normativa y que se multe al infractor.,A favor
109,[58117],Control y Sanciones,Más que multas que no podrán pagar les haría realizar servicios comunitarios de limpieza.,A favor
109,[78101],Control y Sanciones,"Y si no se consigue por las buenas, que sería lo mejor, pues multa al canto.",A favor
109,[26548],Inversión en Limpieza,Algo que creo que beneficiaría ampliamente a la limpieza de la ciudad es el aumento de máquinas limpiadoras de aceras.,A favor
109,"[51872, 51873]",Inversión en Limpieza,"Buenos días a todos, la limpieza es una de las partes de una sociedad que tenemos que cuidar todos sin excepción.",A favor
109,"[51872, 51873]",Inversión en Limpieza,"No hace falta hacer inversiones exageradas, es más, todo ello está sobradamente probado y funciona.",A favor
152,"[18866, 18867, 18873, 23967, 54611, 54612, 54614]",Impacto Medioambiental,Si te importa el Medio Ambiente igual apoyarías también esta propuesta.,A favor
152,[19000],Impacto Medioambiental,Apoyo totalmente esta propuesta y el ayuntamiento Debería dar ejemplo poniéndolas en todos aquellos edificios públicos en los que sea factible.,A favor
152,[19055],Impacto Medioambiental,"Informate tu porque los paneles duran más de 25 años, tienen una garantia de que a los 25 años te dan un 90 de la energia nominal.",A favor
152,[18926],Impacto Medioambiental,"Y debería informase la gente de los materiales usados para la fabricación de placas solares, y de la contaminación derivada de ellos.",En contra
152,[18926],Impacto Medioambiental,Y después de 20-25 años de vida útil se convierten en desechos con materiales tremendamente nocivos para la salud y el medio ambiente.,En contra
152,"[19175, 19183]",Rentabilidad y Costo,"Pues no es mi intención mentir a nadie, quizá tenga desconocimiento, pero si se genera una industria potente dudo mucho que no se reciclen las placas solares en un futuro.",A favor
152,[19406],Rentabilidad y Costo,"Yo creo que la propuesta está mal planteada de base. El hecho de tener placas solares en los tejados de los edificios, ya puede suponer un ahorro a las Comunidades de vecinos-casas unifamiliares. No es necesario recurrir a ayudas públicas-subvenciones para poder instalarnos las placas solares en nuestros edificios.",En contra
152,[31282],Legislación y Política,Apoyo la propuesta. Creo también que debemos estar activos frente a las penalizaciones que desde el Gobierno Central se están estableciendo para el autoconsumo de energía eléctrica.,A favor
152,[31282],Legislación y Política,Una vez más las leyes en contra de la ciudadanía y a favor de los poderosos.,A favor
152,[31476],Legislación y Política,Hoy se ha aprobado el impuesto al sol En los comentarios he puesto unos números sobre lo que se puede esperar de la fotovoltaica.,En contra
152,[32339],Legislación y Política,"Estoy de acuerdo con la propuesta, la pena es la nueva ley que existe, impuestos y más impuestos, espero que algún día esta propuesta sea una realidad no un metodo de ingresar dinero por impuestos.",En contra
152,[20329],Subvenciones y Financiación,"subvenciones. Lo que hace falta es una regulación adecuada, todo lo contrario del impuesto al sol de Soria a la fotovoltaica.",A favor
152,[20329],Subvenciones y Financiación,Y por supuesto hacer instalaciones de calidad que esto no es tan sencillo que algunos piensan y tampoco valen todos los tejados.,A favor
152,[20938],Subvenciones y Financiación,"Mira que la idea es buena. Pero el tema de subvencionar para favorecerlo, no lo veo tal como explico en mi anterior post.",En contra
152,[20938],Subvenciones y Financiación,Me gustaría votar a favor de la propuesta pero si se eliminara lo relacionado a la subvención.,En contra
152,[45448],Eficiencia Energética,Esta propuesta debería de ir acompañada de un mejor aislamiento y eficiencia energética de las viviendas.,A favor
152,[45448],Eficiencia Energética,No se trata sólo de buscar fuentes de energía alternativas renovables sino de ahorrar también en el gasto energético.,A favor
152,[53954],Eficiencia Energética,En los últimos años se dieron ayudas para poner ascensores y para poner calderas mejores. Ahora hay que dar un paso más en mejorar Madrid.,A favor
152,[57689],Generación de Empleo,"Serían miles de puestos de trabajo, con los ingresos correspondientes para el Estado a través del sistema impositivo vigente y el incremento en consumo, lo cual revitalizaría la economía local, todo ello unido al ahorro energético y de contaminantes.",A favor
152,[60591],Generación de Empleo,Que en España graven el autoconsumo es una verguenza. En Alemania con menos sol tienen más instalaciones de energía solar. Tenemos que aprovechar nuestros recursos.,A favor
152,"[78222, 78224, 78226, 78227, 78229, 78230, 78233, 78236, 78258, 78261, 78264, 78272, 78277]",Generación de Empleo,La propuesta es interesante pero me temo que nos estamos olvidando de temas que son prioritarios para la vida de muchas familias sin recursos que no pueden alimentar a sus hijos.,En contra
152,"[78222, 78224, 78226, 78227, 78229, 78230, 78233, 78236, 78258, 78261, 78264, 78272, 78277]",Generación de Empleo,Os recuerdo que España es el país de la OCDE donde más avanzó la desigualdad durante la crisis.,En contra
152,[22115],Autoconsumo y Independencia Energética,"Madrid debería declararse Ciudad por el autoconsumo. No sé si es competencia del Ayunt. Pero dada la zancadilla que el ministerio y las empresas eléctricas le está poniendo al autoconsumo energético en España, sería un buen mensaje político.",A favor
152,[22115],Autoconsumo y Independencia Energética,"Esto no es una utopía, es una realidad y una libertad ya presente en muchos países donde, por ejemplo, tú puedes llegar a Ikea Inglaterra y comprar tu kit solar para autoconsumo.",A favor
152,[24190],Autoconsumo y Independencia Energética,Pero que es eso de que podamos generar la energía que necesitamos sin pagar a una empresa privada! estáis locos o que? que van a hacer esos directivos a los que tienen que pagar sueldos multimillonarios.,En contra
152,[24190],Autoconsumo y Independencia Energética,Además si en España no tenemos apenas horas de sol.,En contra
417,[18894],Gratuidad,El 112 es gratuito. El 010 debería serlo.,A favor
417,[47362],Gratuidad,"Si poniendo el 010 gratuito se aumenta la participación ciudadana en la detección de las incidencias, está claro que el ayuntamiento podría poner gratis este servicio.",A favor
417,[84796],Gratuidad,Son teléfonos de servicio público y cuando se usan no debería tener cargos adicionales.,A favor
417,[84849],Gratuidad,Me parece justo que tales teléfonos sean gratuitos por tratarse de servicios prestados al ciudadano.,A favor
417,[84430],Gratuidad,Como uso social y de emergencias debería ser gratuito y accesible a todos.,A favor
417,[84511],Gratuidad,"Todos los teléfonos de información y los de emergencia policía, bomberos, samur, etc. Deben de ser gratuitos, ya que la llamada es por una necesidad.",A favor
417,[18534],Gratuidad,Creo que no es necesario que sea gratuito. Mucho 91 resulta incluido en las tarifas planas de fijo y existe uno para el 010 que es el 91 529 82 10.,En contra
417,[38357],Gratuidad,Me parece absurdo que el Ayuntamiento se deje el dinero en eso existiendo alternativa sin coste.,En contra
417,[38358],Gratuidad,"El 010 es para hacer gestiones, no emergencias.",En contra
417,[84617],Gratuidad,También es verdad que si no suponen un mínimo coste se corre el riesgo de hacer un mal uso de esos números de teléfono y entonces habría que tener una plantilla de teleoperadoras sobredimensionada.,En contra
417,[33976],Gratuidad,Estimados votantes de podemos: no hay nada gratis. Si no lo paga el usuario lo paga el contribuyente.,En contra
417,[18984],Accesibilidad,"Lo que debieran hacer es volver a hacer que el 010 sea gratuito, no tener un nº que apenas nadie conoce y difícil de memorizar.",A favor
417,[38543],Accesibilidad,"A mí una vez me robaron y cuando fui en un bar a llamar a la policía, me di cuenta de que no podía porque es de pago.",A favor
417,[38358],Accesibilidad,Si tienes una emergencia tienes que llamar al 112 que es gratuito y engloba y coordina todos los servicios.,A favor
417,[22084],Accesibilidad,"Teniendo en cuenta que la gente tiene smartphones o a lo sumo agendas, no es tan complejo el método.",En contra
417,[38357],Accesibilidad,"A ver, llamar al 010 no es una emergencia, sino que tienes que hacer gestiones y es 100 viable perder un minuto en buscar el equivalente fijo 91 en Internet.",En contra
417,[96448],Accesibilidad,"El 010 y el 91 529 82 10 es lo mismo. El segundo se utiliza para llamar fuera de Madrid. El 010 es una llamada local, no es de tarificación especial.",En contra
417,[84371],Coste para el Ayuntamiento,"Los números de tf, de servicios públicos habrían de ser gratuitos, sería una forma de animar al ciudadano a cooperar con el ayuntamiento y la sociedad, los impuestos son justo para también cubrir esa serie de servicios.",A favor
417,[84252],Coste para el Ayuntamiento,"El 010 es de pago, como todo lo que han hecho los liberales durante estos muuuuchos años que les hemos soportado, lo que tiene que hacer el Ayuntamiento es definir con su operadora que el coste se le repercuta, y a partir de ahí no nos cobran el importe de las llamadas.",En contra
417,[47362],Uso indebido y abuso,"Lo malo es si alguien hace un mal uso y al ser gratuito está constantemente llamando y bloqueando el servicio, entiendo que en ese caso se le puede restringir esa llamada por hacer mal uso del servicio.",A favor
417,[47362],Uso indebido y abuso,También se puede registrar en la web la incidencia de modo gratuito.,A favor
417,[84429],Uso indebido y abuso,"Solo se debe pagar si se hace uso inadecuado! a determinar por una serie de reglas básicas. Pero por defecto, estas llamadas deben ser gratis.",En contra
417,[74395],Responsabilidad de las operadoras,Entonces habría que llamar al Ministerio de Industria y que hagan algo. No puede ser que el ciudadano tenga que dedicar constantemente su tiempo a reclamar estas cosas.,A favor
417,[84883],Responsabilidad de las operadoras,Lo normal es que Industria regule que las compañías telefónicas no cobren esas llamadas.,A favor
417,[84542],Responsabilidad de las operadoras,"Pues me parece bien, entonces que obliguen a las compañías de teléfono a No cobrar nunca el 010.",A favor
417,[38357],Responsabilidad de las operadoras,Si las compañías de Teléfonos hacen un enrutado inteligente es normal que cobren por ello y la única alternativa sería que lo pagase el ayuntamiento.,En contra
417,[47362],Alternativas de contacto,Yo utilizo con frecuencia ambos sistemas y lo veo como un deber como ciudadano con mi ciudad y mi barrio de cuidar que las cosas estén bien.,A favor
417,[72150],Alternativas de contacto,El 010 tiene un equivalente en teléfono fijo: 915298210 Así no te cobran cuando tienes las llamadas a fijos incluidas en tu tarifa.,A favor
417,[84500],Conciencia ciudadana,"Y que es lo que ocurre con el resto de grandes temas pendientes, parece asombroso que en una ciudad tan heterogénea como Madrid las propuestas salientes sean tan simplistas.",A favor
417,[84433],Impacto social,"Yo creía que eran gratuitos, si no es así por supuesto que apoyo su gratuidad.",A favor
417,"[84796, 85462]",Impacto social,Son teléfonos de servicio público.,A favor
494,[19682],Espacios Públicos para Grafitis,¿Qué opináis sobre habilitar espacios públicos para que los grafiteros que lo son de verdad desarrollen y expongan sus obras?,A favor
494,[19688],Espacios Públicos para Grafitis,"Lo hemos visto en ciudades como Málaga, donde la regeneración urbana a través de artistas callejeros es una realidad en el Soho",A favor
494,[66928],Espacios Públicos para Grafitis,"Estoy deacuerdo en todo, menos en habilitar zona para sus suciedades, que lo hagan en su casa, todo lodemas no es suyo",En contra
494,[19700],Costo de Limpieza,También es una cuestión económica: limpiar los grafitis nos cuesta a los madrileños 12 millones al año,A favor
494,[155667],Costo de Limpieza,"Son tantas que estamos empezando a parecer el Harlem. En este país el turismo crea muchísimos puestos de trabajo. Esas pintadas ni son arte ni son nada, es mierda en las paredes que hay que quitar con productos tóxicos, y nocivos para el personal que los limpia, y muy caros que se pagan del bolsillo de los contribuyentes",A favor
494,[182825],Multas y Sanciones,"Por supuesto que hay que poner multas, la sanción es el único método disuasorio eficaz, y trabajos sociales que consistan en limpiar su propia pintada, y costeando ellos los productos de limpieza, para que se den cuenta de lo que cuesta, tanto en dinero como en trabajo, la limpieza de las mismas",A favor
494,[22183],Multas y Sanciones,"Se debería multar económicamente y con trabajos sociales gratuitos como limpiar los grafitis a todos aquellos que ensucian un lugar privado o público sin permiso, ya que hay auténticos artistas a los que se les debería pagar por hacer dibujos muy bonitos en puertas o persianas metálicas por ejemplo",A favor
494,"[18735, 18746]",Multas y Sanciones,"No me opongo a las multas, pero me pregunto si son escarnio suficiente cuando a muchos chavales se las pagarán papá y mamá. Creo más edificante y efectivo los trabajos comunitarios",En contra
494,[27936],Educación y Conciencia Ciudadana,Es un problema de educación y conciencia ciudadana,A favor
494,"[18688, 18745]",Educación y Conciencia Ciudadana,"Hay que concienciar de que el espacio público y las fincas privadas no pueden ser lienzos de sus obras, nos gusten estas o no",A favor
494,[75863],Degradación Urbana,"La degradación de Madrid con las pintadas no conoce límites, está todo asqueroso hasta las zonas más emblemáticas de la ciudad, hasta cuando tendremos que aguantar tener la ciudad tan asquerosa?",A favor
494,[18743],Degradación Urbana,"Hay barrios absolutamente pintarrajeados como Malasaña y otros más alejados del distrito Centro, que dan un aspecto de suciedad y dejadez alarmantes",A favor
494,[19955],Arte Urbano,"Los grafitis, o más bien arte urbano, también pueden ser una forma de poner en valor zonas degradadas",A favor
494,[38888],Arte Urbano,"Murales artísticos, con la colaboración del ayuntamiento y de los grafiteros artistas. Habréis visto que la mejor manera de que no pongan la firmita dichosa es pintar un mural, muchos comercios lo han hecho",A favor
494,[81070],Arte Urbano,Graffitis o Firmas de Bandas callejeras?. El arte urbano es una cosa y las manchas que llenan Madrid es otra,En contra
494,[142288],Arte Urbano,Pintar las fachadas de los edificios con nombres o apodos de personas o grupos no es arte. No entiendo cuál es el beneficio. Nuestra ciudad parece un basurero,En contra
494,[23862],Arte Urbano,Personalmente jamás podré considerar cultura a una forma de supuesta expresión que desde que se instauró mundialmente en los años 80-90 no ha evolucionado formalmente ni lo va a hacer salvo por la vía de lo barroco y exagerado,En contra
494,[27936],Vigilancia y Control,La única forma de controlarlo e identificar los delitos es con el uso de cctv en los muros de cada comunidad,A favor
494,[39017],Vigilancia y Control,Limpieza integral de fachadas además para eso pagamos ibi. Y para los infractores sanciones serias para que se les quiten las ganas. Y por supuesto vigilancia policial,A favor
494,[142288],Vigilancia y Control,"No es tan difícil, vigilen. Y que lo limpien. También, y mientras averiguamos quienes son fotografíen los nombres y que se haga acumulativo el castigo",A favor
494,[162653],Impacto en el Patrimonio,El otro día estuve en el cementerio de Carabanchel viendo su preciosa ermita mudéjar. Me quedé horrorizada de que estuviera con grafitis en las paredes enladrilladas y lleno de coches aparcados a su puerta,A favor
494,[155667],Impacto en el Patrimonio,"Es un problema que afecta al conjunto de la Comunidad de Madrid; hay hasta edificios patrimonio del Estado y/o con valor histórico, llenos de estas marcas/firmas que dan una imagen injusta de ciudad sucia",A favor
494,"[38164, 53474]",Impacto Social y Comunitario,"Votado. En Aluche tenemos este problema con la suciedad y dejadez del barrio, lleno de Grafitis por todas partes, la situación es crítica por favor votad",A favor
494,[61618],Impacto Social y Comunitario,"Me sorprende que esta propuesta no tenga más apoyos, porque se está convirtiendo en un problema realmente preocupante",A favor
494,[19095],Impacto Social y Comunitario,"El tema de los grafitis es serio, en nuestra comunidad gastamos un dineral en repitar paredes, entradas de garajes, puertas de entradas. Los parques parecen suburbios, están pintados los suelos, los bancos, los árboles, cualquier cosa destruyen la vegetación de los muros para pintar en ellos, dejan tirados los botes de spray por cualquier sitio, etc",A favor
507,[85816],Desigualdad Económica,"Totalmente de acuerdo con la propuesta. Si bien es cierto que construir una zona de oficinas y grandes edificios no es la solución mágica, si es el primer paso para reequilibrar la ciudad y conseguir que, con medidas adicionales adecuadamente planificadas y coordinadas, las características de la ciudad en el norte y en el sur no sigan separándose más sino que puedan aproximarse un poco.",A favor
507,[32807],Desigualdad Económica,"Por mucho que hagas rascacielos y apartamentos de lujo en el sur, seguirá habiendo desequilibrio económico ya que el entorno no lo cambias, al igual que no cambias la delincuencia y la gente con la que convives.",En contra
507,[85816],Tráfico y Contaminación,"Si la zona sur esta mucho más poblada y los grandes centros de trabajo y oficinas se construyen en el norte, se produce un ineficiente trasvase diario de personas hacia el norte que lo único que hace es aumentar el tráfico, la contaminación y reducir calidad de vida.",A favor
507,[29880],Tráfico y Contaminación,No estoy de acuerdo porque traer a nuestros barrios esos grandes edificios de oficinas sería transformar un barrio donde se puede más o menos respirar y pasear a convertirse en un lugar lleno coches contaminación.,En contra
507,[35406],Gentrificación,"Esta claro que si la zona mejora el nivel de vida subirá pegado a esa zona, pero también se mejorará el nivel económico de la gente, mejorando la prosperidad de los negocios de la zona y se mejorará la cantidad de trabajo.",A favor
507,[34789],Gentrificación,Creo que lo que propones resultaría echar a la gente que vive en la zona sur de alquiler a una zona más barata y que sólo pervivirían los que ya son propietarios. Justamente eso ha pasado en Méndez alvaro en muchos casos.,En contra
507,[66085],Mejora de Infraestructuras,Una gran propuesta. A ver si el actual equipo de gobierno hace algo con contundencia con los barrios marginados del sur.,A favor
507,[37415],Mejora de Infraestructuras,"Basta de propuestas como la de la Operación Chamartín, cuando en el sur hay desastres como las vías del tren, la M40 y otras carreteras que dividen y destrozan barrios y nadie ha dicho ni pío porque no hay intereses creados. Que se solucione primero el sur de Madrid antes de volver a dejar precioso el norte a costa de machacar a los de siempre.",En contra
507,[29880],Inversión en Ocio y Cultura,"Para que este barrio impulse la inversión hay que fomentar lugares de ocio educativo, teatros, cines, museos, eso si sería una buena inversión porque tenemos espacio para aparcar sin atascos, es una zona amplia y podemos llegar a hacer un barrio que promueva la cultura, y a su vez el consumo en restaurantes, terrazas, hacer incluso alguna terraza mirador en el parque la Gavia.",A favor
507,[35406],Accesibilidad y Transporte Público,"Si además les permites desplazarse en transporte público con una gran oferta de líneas de autobús, metro, cercanías, etc., el tráfico mejoraría en la zona sur y en todo Madrid.",A favor
507,[81092],Equidad en la Distribución de Servicios,"Es hora de que el ayuntamiento garantice el cumplimiento de este derecho fundamental cuando las personas no son capaces por falta de recursos. Al igual que estamos reclamando la remunicipalización de determinados servicios públicos, demandamos también la remunicipalización de un derecho básico como es el comer que muchas personas en nuestra ciudad no pueden ejercer por falta de medios económicos.",A favor
615,[22517],Cumplimiento de normas,"Estoy de acuerdo, pero no son sólo los ciclistas quienes incumplen las normas.",A favor
615,[22690],Cumplimiento de normas,Estoy de acuerdo contigo en que los ciclistas deben cumplir las normas.,A favor
615,[52041],Cumplimiento de normas,No se trata de meterse con los ciclistas se trata de que cumplan las mismas normas que el resto.,A favor
615,[18625],Cumplimiento de normas,Igual que los ciclistas exigen y con razón que se les respete ellos deben respetar las normas de circulación.,A favor
615,[95756],Cumplimiento de normas,Antes de pedir derechos deben cumplir con sus deberes.,A favor
615,[22517],Cumplimiento de normas,Pienso sin embargo que las multas serían más efectivas por numerosas que por ejemplares.,En contra
615,[22793],Cumplimiento de normas,El tema es que pocos conductores conocen las normas de circulación con respecto a las bicicletas.,En contra
615,[19182],Cumplimiento de normas,"Primero, usa las minúsculas. Segundo, tu propuesta no tiene sentido porque sí se multa a los ciclistas que se saltan las normas de circulación.",En contra
615,[19222],Cumplimiento de normas,Qué manía con perseguir a los ciclistas.,En contra
615,[18782],Cumplimiento de normas,"No es que defienda que el ciclista no cumpla sus deberes, pero creo que es ridículo centrarnos en sus deberes cuando apenas hemos avanzado mínimamente en cuanto a sus derechos.",En contra
615,[22690],Seguridad vial,Si el ciclista va por la derecha muchos vehículos tratarán de adelantarlos sin tener en cuenta esta distancia.,A favor
615,[73693],Seguridad vial,Estoy de acuerdo en que los conductores muchas veces son somos irrespetuosos con las bicicletas.,A favor
615,[19124],Seguridad vial,Concienciarnos de que las aceras son un espacio urbano reservado al peatón es un requisito necesario para tener una ciudad habitable.,A favor
615,[20731],Seguridad vial,Ir en bicicleta está muy bien y se debería promocionar pero hay que obligarles a comportarse como cualquier vehículo.,A favor
615,[33441],Seguridad vial,"Andar en bicicleta en Madrid, en las condiciones actuales, provoca accidentes de por sí.",En contra
615,[71135],Equidad en sanciones,Multa nos a los peatones que se saltan un semáforo rojo? si Multamos toda la actitud incivica que pueda ocasionar graves daños al resto de los ciudadanos.,A favor
615,[71155],Equidad en sanciones,"Efectivamente, pero para los que van en coche hay impuestos y multas.",A favor
615,[52041],Equidad en sanciones,El que lleven una bicicleta no dá derecho a saltarse todas las normas.,A favor
615,[57405],Equidad en sanciones,"Ya intenté eso de calles tranquilas, ir por el medio del carril etc., pero me ha pasado de todo.",A favor
615,[60375],Equidad en sanciones,"Completamente en contra. 1 Esta propuesta ya está implementado en la normativa 2 Como cualquier otra sanción, será injusta siempre que no sea proporcional a la renta del infractor.",A favor
615,[71154],Equidad en sanciones,Por que dices que la gente que monta en bicicleta tiene menos recursos económicos? Por que la bicicleta cuesta menos?,En contra
615,[20706],Equidad en sanciones,"Claro, multemos a las bicicletas que luchas por circular en una ciudad hostil para ellas, en vez de a los coches que incumpliendo la distancia mínima arriesgan la vida de los ciclistas.",En contra
615,[20934],Equidad en sanciones,No veo por qué los conductores de vehículos han de pasar examen y los ciclistas no.,En contra
615,[20951],Equidad en sanciones,"Anda que no hay conductores que no utilizan el intermitente, y se saltan semáfotos, ceda el paso,.",En contra
615,[19676],Equidad en sanciones,A los ciclistas ya se les multa cuando incumplen las normas de tráfico por lo que esta propuesta carece de sentido.,En contra
615,[18970],Conciencia y educación vial,"Difundir que cualquier usuario de la vía ha de cumplir las normas, conocidas por todos aún no teniendo carnet de conducir el que quiera es absurdo.",A favor
615,[18970],Conciencia y educación vial,"Es cierto que el ciclista tiene otra agilidad, como el motorista; pero las normas son standard y las tenemos que cumplir todos.",A favor
615,[31674],Conciencia y educación vial,También se les multa.,A favor
615,[32464],Conciencia y educación vial,Ni que todos todos los ciclistas fuéramos por la acera echando a los peatones a las calzadas.,A favor
615,[32947],Conciencia y educación vial,"No sé por qué hay tantas quejas en los comentarios. Se trata simplemente del hecho bastante evidente de que hay muchos, muchísimos ciclistas que no respetan las normas de circulación.",A favor
615,[19664],Conciencia y educación vial,Porque lo hacemos todos y sabemos que no es para tanto. Una persona a bicicleta está mucho más cercana a un peatón que a un coche.,En contra
615,[19676],Conciencia y educación vial,"Otra cosa es que no les multen cuando no les ven, pero en eso son similares a cualquier peatón que cruza por medio de la calle sin paso de cebra o a cualquier vehículo que hace pirulas o no respeta el límite de 50 en ciudad o de 30 en los carriles marcados a dicha velocidad.",En contra
615,[19827],Conciencia y educación vial,"Algunos se creen que Madrid es Copenhague o Amsterdam. Algunos vivimos a muchos kilómetros del curro y problemas para ir en bicicleta, parece que habéis descubierto América!.",En contra
615,[19832],Conciencia y educación vial,"Son bastantes los usuarios de bicicletas y más aún aquellos que por turismo vienen a nuestra Ciudad de Madrid, los que incumplen las normas de tráfico a las que deben cumplir por utilizar este medio de transporte.",En contra
615,[92703],Conciencia y educación vial,"Pues mire usted, mi comentario es en base a los frenazos que he tenido que dar para no atropellar ciclistas en cruces, así que no tengo ningúna falta de ocurrencias.",En contra
